ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
7317,21,Female,Engineering,2.39,0,Manager,50536,No,391,4.6,5.7,Loan,Finance Manager,92997,Domestic,Skill Enhancement,Online,Yes,850
7318,22,Female,Engineering,3.55,8,Manager,115164,No,426,4.0,5.0,Employer,Finance Manager,109292,International,Networking,On-Campus,Yes,990
7319,33,Male,Science,2.52,8,Entrepreneur,47077,Yes,313,6.9,4.9,Self-funded,Startup Founder,174837,International,Skill Enhancement,Online,No,600
7320,24,Other,Economics,2.9,6,Consultant,65841,Yes,161,6.6,8.8,Scholarship,Marketing Director,121779,International,Networking,Online,Yes,850
7321,26,Female,Business,2.3,8,Engineer,118519,Yes,438,1.7,9.7,Self-funded,Consultant,138633,International,Entrepreneurship,On-Campus,No,500
7322,28,Female,Business,3.36,7,Engineer,45160,Yes,239,7.1,8.6,Employer,Executive,115551,International,Career Growth,Online,No,850
7323,33,Other,Economics,3.46,8,Consultant,33873,No,234,5.1,7.2,Scholarship,Startup Founder,143300,International,Networking,On-Campus,No,550
7324,23,Female,Science,2.72,8,Entrepreneur,44891,No,470,9.8,7.6,Scholarship,Finance Manager,123452,International,Skill Enhancement,On-Campus,No,900
7325,21,Female,Science,3.57,6,Manager,90996,No,227,5.2,7.6,Scholarship,Marketing Director,76291,Domestic,Skill Enhancement,On-Campus,Yes,900
7326,23,Male,Economics,2.48,5,Analyst,112484,Yes,439,9.5,8.2,Loan,Startup Founder,67773,International,Networking,On-Campus,No,850
7327,32,Male,Economics,3.38,1,Entrepreneur,71455,No,265,8.2,1.5,Scholarship,Executive,133980,International,Skill Enhancement,Online,Yes,850
7328,23,Male,Arts,3.46,6,Entrepreneur,72845,No,173,9.7,1.7,Loan,Startup Founder,156911,Domestic,Networking,On-Campus,No,800
7329,25,Male,Science,3.94,0,Consultant,78459,No,294,2.9,1.9,Employer,Consultant,160308,Domestic,Networking,Online,Yes,600
7330,31,Male,Engineering,2.46,5,Manager,99882,Yes,147,4.0,9.2,Employer,Finance Manager,72795,Domestic,Career Growth,Online,No,500
7331,32,Male,Business,2.19,5,Engineer,103240,No,480,6.3,6.6,Employer,Startup Founder,124724,International,Networking,On-Campus,No,650
7332,32,Male,Science,2.53,6,Engineer,50808,Yes,354,1.9,5.1,Employer,Consultant,109254,International,Networking,On-Campus,Yes,800
7333,24,Male,Economics,2.25,1,Engineer,105893,Yes,300,7.4,7.9,Loan,Startup Founder,182421,Domestic,Entrepreneurship,Online,Yes,750
7334,33,Male,Engineering,2.34,3,Entrepreneur,39330,Yes,318,3.4,3.0,Employer,Executive,183131,Domestic,Career Growth,Online,Yes,990
7335,24,Male,Arts,2.67,1,Analyst,50092,No,235,2.3,8.2,Scholarship,Finance Manager,76336,International,Career Growth,Online,No,500
7336,29,Female,Arts,2.83,3,Manager,53133,Yes,397,1.5,4.1,Loan,Finance Manager,189498,International,Networking,Online,No,750
7337,27,Female,Engineering,3.81,2,Analyst,93102,No,214,4.7,6.7,Loan,Startup Founder,145968,Domestic,Skill Enhancement,Online,No,550
7338,24,Male,Engineering,2.39,1,Engineer,112057,No,291,2.1,9.9,Loan,Marketing Director,184785,International,Entrepreneurship,On-Campus,Yes,650
7339,23,Female,Economics,3.94,1,Analyst,39875,No,49,5.5,1.6,Employer,Executive,107973,Domestic,Skill Enhancement,On-Campus,Yes,750
7340,26,Female,Economics,3.62,2,Entrepreneur,37106,Yes,297,4.7,9.6,Employer,Executive,192360,International,Skill Enhancement,Online,Yes,750
7341,23,Male,Business,3.76,9,Consultant,119162,No,55,8.8,7.9,Employer,Executive,85583,International,Entrepreneurship,On-Campus,Yes,500
7342,26,Female,Business,3.86,3,Analyst,78142,Yes,207,1.7,5.0,Scholarship,Marketing Director,72997,International,Entrepreneurship,Online,No,500
7343,31,Other,Arts,3.51,6,Analyst,78499,No,399,8.7,1.9,Scholarship,Marketing Director,152399,International,Career Growth,On-Campus,No,500
7344,33,Female,Engineering,3.58,3,Analyst,34251,No,356,7.4,2.0,Scholarship,Executive,133041,Domestic,Skill Enhancement,On-Campus,No,500
7345,31,Male,Arts,2.88,6,Engineer,31058,Yes,96,6.8,6.2,Loan,Finance Manager,167116,Domestic,Networking,Online,Yes,750
7346,33,Female,Economics,3.02,3,Analyst,34614,Yes,142,9.8,5.7,Self-funded,Consultant,115447,International,Entrepreneurship,On-Campus,Yes,600
7347,33,Male,Science,3.86,2,Manager,50661,No,478,1.4,5.8,Loan,Startup Founder,151642,Domestic,Skill Enhancement,Online,Yes,900
7348,32,Female,Economics,2.76,7,Entrepreneur,56592,No,443,5.4,3.5,Employer,Startup Founder,145406,International,Career Growth,On-Campus,Yes,500
7349,29,Other,Science,2.08,2,Manager,38361,Yes,174,7.6,1.8,Self-funded,Marketing Director,169481,Domestic,Skill Enhancement,Online,No,750
7350,26,Female,Engineering,3.53,7,Manager,40736,Yes,78,5.8,8.2,Scholarship,Executive,134497,Domestic,Networking,Online,No,500
7351,32,Female,Engineering,3.15,1,Engineer,117333,Yes,28,3.9,3.0,Scholarship,Executive,109863,International,Networking,On-Campus,Yes,650
7352,24,Male,Engineering,3.63,2,Analyst,84994,No,187,1.2,6.8,Employer,Finance Manager,131580,International,Entrepreneurship,Online,No,750
7353,25,Other,Business,2.15,3,Entrepreneur,50287,No,498,6.9,4.3,Self-funded,Startup Founder,103262,Domestic,Career Growth,Online,No,650
7354,33,Female,Business,3.24,2,Entrepreneur,37224,No,99,8.8,6.7,Self-funded,Executive,162806,International,Networking,Online,Yes,800
7355,26,Male,Science,2.5,5,Entrepreneur,88731,No,422,7.5,7.9,Loan,Startup Founder,166959,International,Entrepreneurship,Online,Yes,600
7356,31,Female,Arts,3.81,8,Analyst,111531,No,40,1.5,2.7,Scholarship,Startup Founder,103159,Domestic,Career Growth,On-Campus,Yes,600
7357,23,Male,Arts,2.22,9,Entrepreneur,78833,Yes,179,7.3,1.1,Self-funded,Executive,71056,International,Networking,Online,Yes,900
7358,28,Male,Science,3.69,7,Entrepreneur,33051,Yes,482,7.6,3.5,Loan,Startup Founder,196204,International,Networking,On-Campus,Yes,600
7359,24,Female,Business,2.18,3,Consultant,61740,No,69,7.0,9.7,Scholarship,Startup Founder,146749,International,Networking,On-Campus,Yes,550
7360,28,Male,Economics,2.05,1,Consultant,66434,Yes,472,6.3,2.6,Loan,Finance Manager,195957,International,Entrepreneurship,Online,Yes,750
7361,30,Female,Science,2.47,9,Entrepreneur,57525,No,137,7.3,5.3,Loan,Marketing Director,169406,Domestic,Entrepreneurship,Online,No,500
7362,30,Male,Arts,2.67,0,Manager,71382,No,395,6.2,4.4,Self-funded,Marketing Director,127590,International,Entrepreneurship,Online,Yes,550
7363,23,Male,Science,3.25,3,Analyst,50357,Yes,368,5.3,3.8,Employer,Finance Manager,63430,International,Skill Enhancement,On-Campus,Yes,990
7364,30,Other,Science,2.26,4,Manager,32829,No,276,5.8,7.6,Employer,Executive,100695,International,Entrepreneurship,Online,Yes,600
7365,27,Male,Engineering,2.87,1,Manager,110345,Yes,290,1.6,7.5,Loan,Startup Founder,104123,Domestic,Career Growth,On-Campus,No,550
7366,31,Female,Business,2.41,2,Analyst,95681,Yes,231,5.7,8.0,Self-funded,Executive,153840,International,Networking,Online,No,600
7367,33,Female,Engineering,3.71,3,Analyst,97909,Yes,69,7.3,4.1,Employer,Consultant,103328,International,Career Growth,Online,Yes,600
7368,32,Female,Business,2.09,2,Engineer,59259,No,121,5.4,4.2,Loan,Startup Founder,64336,Domestic,Skill Enhancement,Online,Yes,600
7369,29,Female,Science,2.71,7,Engineer,95765,No,161,6.0,5.9,Self-funded,Consultant,76819,International,Career Growth,On-Campus,Yes,900
7370,24,Female,Business,3.26,1,Engineer,56517,Yes,156,7.9,1.0,Loan,Finance Manager,156788,International,Entrepreneurship,Online,No,900
7371,28,Male,Arts,3.83,8,Entrepreneur,40061,No,181,2.3,9.6,Loan,Consultant,163963,International,Entrepreneurship,Online,Yes,550
7372,23,Female,Engineering,3.74,5,Entrepreneur,100924,Yes,164,7.7,3.1,Loan,Marketing Director,113388,Domestic,Networking,On-Campus,Yes,600
7373,27,Male,Science,3.79,0,Entrepreneur,114585,No,297,4.4,2.6,Self-funded,Startup Founder,188995,International,Career Growth,On-Campus,Yes,750
7374,23,Female,Arts,2.13,7,Engineer,77839,No,158,8.1,6.7,Loan,Startup Founder,103742,International,Career Growth,Online,Yes,850
7375,32,Other,Business,3.68,9,Analyst,82745,No,239,3.0,8.6,Scholarship,Finance Manager,145049,International,Career Growth,On-Campus,Yes,700
7376,27,Female,Business,3.56,5,Entrepreneur,107594,No,27,8.1,6.8,Self-funded,Startup Founder,198374,International,Skill Enhancement,Online,Yes,800
7377,34,Female,Arts,3.8,3,Analyst,65597,Yes,178,8.1,6.7,Loan,Finance Manager,66045,Domestic,Networking,On-Campus,No,650
7378,31,Female,Business,2.62,5,Engineer,115256,Yes,490,3.9,5.4,Scholarship,Startup Founder,127497,Domestic,Career Growth,On-Campus,Yes,990
7379,30,Female,Engineering,3.82,1,Analyst,54200,No,252,8.2,9.0,Employer,Consultant,141246,Domestic,Skill Enhancement,On-Campus,No,750
7380,30,Female,Economics,2.81,0,Entrepreneur,35048,No,139,2.1,9.7,Employer,Startup Founder,180601,International,Entrepreneurship,Online,Yes,500
7381,31,Male,Business,3.27,5,Analyst,33295,No,401,8.3,6.4,Self-funded,Finance Manager,195226,International,Networking,On-Campus,No,850
7382,31,Male,Science,2.85,7,Engineer,105112,Yes,122,2.3,1.7,Employer,Consultant,123049,Domestic,Entrepreneurship,Online,Yes,990
7383,26,Male,Business,2.86,4,Entrepreneur,49746,No,178,9.9,1.9,Loan,Finance Manager,113730,Domestic,Entrepreneurship,On-Campus,No,750
7384,22,Female,Science,3.09,7,Entrepreneur,113308,No,108,6.3,4.8,Self-funded,Marketing Director,175234,Domestic,Career Growth,On-Campus,No,700
7385,31,Male,Business,2.71,2,Engineer,107378,Yes,32,8.0,5.4,Self-funded,Consultant,137129,Domestic,Networking,On-Campus,No,550
7386,23,Male,Business,3.59,5,Manager,80973,No,23,6.1,6.8,Loan,Marketing Director,84055,International,Career Growth,Online,No,550
7387,26,Male,Science,3.27,0,Consultant,71244,No,173,6.2,9.9,Employer,Finance Manager,127916,International,Entrepreneurship,On-Campus,No,990
7388,34,Other,Engineering,3.38,2,Engineer,96131,Yes,18,5.3,7.4,Scholarship,Marketing Director,113742,International,Entrepreneurship,Online,No,700
7389,24,Female,Economics,2.46,3,Analyst,41075,Yes,406,2.2,8.9,Employer,Startup Founder,146866,Domestic,Entrepreneurship,Online,No,500
7390,26,Male,Economics,3.94,4,Manager,75932,Yes,28,3.4,9.5,Self-funded,Consultant,183617,Domestic,Entrepreneurship,On-Campus,Yes,600
7391,21,Male,Engineering,3.32,2,Engineer,60899,Yes,305,9.4,2.8,Employer,Consultant,78539,Domestic,Skill Enhancement,Online,Yes,650
7392,30,Male,Business,2.39,7,Consultant,39254,No,298,4.4,4.0,Loan,Marketing Director,97211,International,Networking,On-Campus,Yes,990
7393,32,Male,Economics,3.5,4,Entrepreneur,74308,No,271,1.5,7.2,Loan,Marketing Director,116985,Domestic,Entrepreneurship,On-Campus,Yes,500
7394,21,Male,Engineering,2.35,6,Consultant,90230,No,276,8.2,6.9,Employer,Consultant,68087,Domestic,Entrepreneurship,On-Campus,No,990
7395,23,Female,Engineering,2.13,4,Consultant,36655,Yes,416,7.4,4.8,Self-funded,Finance Manager,186081,International,Networking,Online,No,900
7396,28,Other,Economics,3.06,7,Engineer,57653,No,471,3.8,8.7,Employer,Marketing Director,160930,International,Entrepreneurship,Online,Yes,850
7397,28,Male,Science,3.11,0,Entrepreneur,76262,No,56,4.3,9.8,Self-funded,Marketing Director,112111,International,Skill Enhancement,On-Campus,Yes,550
7398,31,Male,Arts,2.38,2,Entrepreneur,37877,Yes,456,5.4,4.6,Scholarship,Finance Manager,198023,Domestic,Networking,Online,Yes,900
7399,24,Male,Science,2.7,2,Consultant,84936,No,309,2.3,4.1,Scholarship,Finance Manager,130863,Domestic,Entrepreneurship,Online,Yes,700
7400,26,Male,Business,3.89,9,Engineer,58035,No,427,9.9,3.6,Scholarship,Consultant,83880,Domestic,Career Growth,Online,Yes,900
7401,28,Male,Science,2.57,9,Entrepreneur,108587,No,338,4.4,6.1,Employer,Marketing Director,69874,International,Networking,Online,Yes,600
7402,27,Male,Arts,2.31,2,Entrepreneur,69652,Yes,100,8.7,6.5,Self-funded,Consultant,102641,Domestic,Networking,Online,No,550
7403,31,Male,Arts,3.99,5,Analyst,59688,No,371,8.5,2.6,Loan,Executive,199351,International,Skill Enhancement,Online,No,600
7404,27,Female,Engineering,2.6,8,Consultant,110344,Yes,253,3.4,3.5,Self-funded,Consultant,190236,International,Entrepreneurship,On-Campus,No,550
7405,33,Female,Business,3.36,5,Manager,49989,No,87,1.7,2.1,Self-funded,Consultant,170837,Domestic,Networking,Online,Yes,850
7406,24,Female,Engineering,2.46,4,Consultant,75357,Yes,278,5.0,9.1,Employer,Finance Manager,84569,International,Career Growth,On-Campus,Yes,700
7407,29,Male,Science,3.1,0,Engineer,102823,No,98,3.0,6.8,Self-funded,Consultant,98555,International,Career Growth,On-Campus,No,900
7408,32,Female,Science,2.77,1,Entrepreneur,79847,Yes,404,4.4,6.0,Self-funded,Startup Founder,191520,Domestic,Entrepreneurship,On-Campus,Yes,800
7409,30,Other,Economics,3.92,0,Entrepreneur,110589,Yes,483,9.3,9.3,Scholarship,Consultant,79162,Domestic,Career Growth,On-Campus,Yes,700
7410,26,Male,Engineering,2.87,5,Analyst,109987,No,464,6.3,9.8,Loan,Finance Manager,120177,International,Networking,On-Campus,No,750
7411,34,Male,Engineering,3.17,2,Entrepreneur,49106,No,129,4.8,1.2,Scholarship,Executive,155571,International,Career Growth,On-Campus,No,550
7412,32,Female,Engineering,3.89,4,Entrepreneur,44735,Yes,497,6.3,8.1,Loan,Finance Manager,133967,International,Career Growth,On-Campus,No,700
7413,31,Male,Engineering,3.98,5,Manager,88867,No,108,1.9,5.8,Scholarship,Finance Manager,189249,International,Skill Enhancement,On-Campus,No,550
7414,23,Male,Arts,2.2,4,Consultant,105411,No,435,7.8,1.0,Self-funded,Startup Founder,170916,International,Networking,On-Campus,No,800
7415,25,Female,Economics,3.67,2,Entrepreneur,105975,No,57,6.1,4.9,Scholarship,Executive,73247,International,Career Growth,On-Campus,No,900
7416,25,Female,Business,2.76,1,Engineer,54509,No,42,9.7,8.0,Employer,Startup Founder,64179,Domestic,Career Growth,Online,Yes,550
7417,34,Male,Business,3.19,1,Manager,65407,No,308,4.5,7.7,Employer,Executive,157118,International,Skill Enhancement,On-Campus,No,700
7418,25,Female,Business,2.75,1,Manager,55562,No,77,2.7,9.3,Employer,Startup Founder,152792,Domestic,Entrepreneurship,On-Campus,Yes,750
7419,28,Other,Arts,2.8,9,Analyst,77866,No,479,2.6,6.6,Employer,Consultant,117742,Domestic,Entrepreneurship,Online,Yes,900
7420,29,Male,Economics,2.32,3,Engineer,76299,Yes,494,8.7,3.0,Self-funded,Executive,123114,Domestic,Career Growth,On-Campus,Yes,600
7421,33,Female,Economics,3.15,3,Manager,54648,No,496,5.1,7.5,Loan,Consultant,71675,Domestic,Skill Enhancement,Online,Yes,500
7422,29,Male,Arts,3.09,2,Consultant,116893,No,282,3.6,9.8,Employer,Startup Founder,122525,Domestic,Entrepreneurship,Online,No,990
7423,33,Male,Engineering,2.38,7,Engineer,114684,No,216,8.1,9.0,Scholarship,Marketing Director,114050,Domestic,Networking,Online,Yes,990
7424,26,Female,Science,3.08,3,Consultant,40674,No,476,7.6,1.0,Scholarship,Consultant,67464,Domestic,Entrepreneurship,On-Campus,No,850
7425,26,Male,Engineering,3.95,7,Analyst,74765,No,447,9.2,4.9,Self-funded,Marketing Director,117061,Domestic,Skill Enhancement,On-Campus,No,500
7426,29,Male,Business,3.43,2,Analyst,60367,No,481,8.8,2.9,Employer,Marketing Director,105694,Domestic,Entrepreneurship,Online,No,750
7427,24,Male,Engineering,2.96,1,Entrepreneur,30591,Yes,189,1.9,5.4,Self-funded,Finance Manager,87296,International,Networking,On-Campus,No,800
7428,26,Female,Arts,3.83,7,Consultant,75170,Yes,88,2.5,4.5,Self-funded,Executive,158892,Domestic,Skill Enhancement,On-Campus,Yes,550
7429,24,Female,Business,3.15,5,Consultant,52704,Yes,114,5.1,6.1,Loan,Startup Founder,167314,Domestic,Career Growth,On-Campus,Yes,990
7430,31,Male,Science,2.27,1,Analyst,100934,No,446,9.1,8.4,Self-funded,Marketing Director,138996,Domestic,Networking,Online,No,550
7431,21,Female,Business,3.1,6,Consultant,40532,Yes,323,7.7,6.8,Loan,Consultant,80881,Domestic,Entrepreneurship,Online,Yes,500
7432,27,Male,Engineering,2.36,9,Engineer,68107,Yes,445,2.2,4.2,Scholarship,Consultant,105330,Domestic,Skill Enhancement,On-Campus,Yes,600
7433,34,Female,Economics,3.54,6,Entrepreneur,55602,Yes,46,2.7,4.0,Scholarship,Finance Manager,139687,Domestic,Career Growth,On-Campus,No,600
7434,30,Male,Economics,3.93,3,Entrepreneur,58986,No,433,5.2,2.9,Loan,Finance Manager,107325,International,Skill Enhancement,On-Campus,No,800
7435,31,Female,Economics,2.72,7,Engineer,39622,Yes,383,7.2,5.6,Loan,Startup Founder,69674,International,Networking,Online,No,850
7436,32,Other,Business,2.87,2,Manager,44886,Yes,152,2.8,8.3,Self-funded,Startup Founder,194079,International,Career Growth,Online,No,800
7437,26,Female,Economics,2.84,8,Consultant,53704,No,46,1.8,1.0,Self-funded,Consultant,61330,Domestic,Career Growth,Online,Yes,600
7438,29,Male,Arts,2.57,4,Manager,60782,Yes,127,1.2,7.4,Loan,Marketing Director,105221,International,Networking,On-Campus,Yes,750
7439,27,Female,Science,3.59,2,Manager,42390,Yes,313,2.2,5.6,Self-funded,Consultant,118785,International,Entrepreneurship,On-Campus,Yes,600
7440,33,Male,Economics,3.24,8,Consultant,86822,Yes,72,4.7,8.7,Employer,Marketing Director,116021,Domestic,Career Growth,Online,No,990
7441,27,Other,Arts,2.13,1,Analyst,63501,No,492,8.8,5.6,Loan,Consultant,170759,International,Networking,Online,Yes,990
7442,22,Male,Arts,3.68,1,Consultant,83606,Yes,398,1.4,8.9,Scholarship,Startup Founder,95264,Domestic,Entrepreneurship,On-Campus,Yes,700
7443,32,Male,Business,2.37,2,Analyst,32028,No,386,7.1,7.7,Scholarship,Marketing Director,94376,Domestic,Networking,On-Campus,No,650
7444,31,Male,Business,3.96,8,Engineer,53227,Yes,134,2.2,5.4,Scholarship,Startup Founder,172563,Domestic,Networking,Online,Yes,850
7445,29,Male,Science,2.75,9,Analyst,79916,No,76,5.4,3.7,Loan,Startup Founder,76893,International,Skill Enhancement,On-Campus,Yes,600
7446,30,Female,Science,3.23,2,Manager,110748,No,61,3.6,9.8,Scholarship,Consultant,127376,Domestic,Networking,Online,Yes,600
7447,29,Female,Engineering,2.16,4,Manager,62959,No,164,8.5,2.9,Employer,Consultant,67532,Domestic,Career Growth,On-Campus,No,500
7448,26,Female,Science,2.69,8,Manager,58506,Yes,346,7.0,8.0,Self-funded,Finance Manager,80593,International,Networking,On-Campus,No,700
7449,33,Female,Business,3.6,9,Analyst,113020,No,477,3.7,7.2,Employer,Startup Founder,79910,International,Skill Enhancement,Online,No,900
7450,23,Female,Arts,2.95,5,Manager,88076,No,452,5.5,4.7,Scholarship,Finance Manager,111614,International,Entrepreneurship,On-Campus,Yes,850
7451,21,Male,Engineering,3.81,5,Entrepreneur,111750,No,30,7.8,7.5,Scholarship,Executive,152936,International,Entrepreneurship,On-Campus,No,750
7452,24,Male,Science,3.15,0,Consultant,93239,No,380,8.8,2.2,Employer,Startup Founder,179436,International,Skill Enhancement,On-Campus,Yes,600
7453,34,Male,Arts,3.86,1,Manager,83204,Yes,48,6.6,3.2,Employer,Finance Manager,176223,International,Skill Enhancement,On-Campus,No,550
7454,34,Male,Business,3.97,8,Analyst,38972,No,244,6.5,7.5,Loan,Executive,136250,Domestic,Skill Enhancement,Online,Yes,700
7455,23,Male,Economics,2.91,7,Manager,79945,Yes,272,1.9,2.2,Employer,Startup Founder,97778,Domestic,Entrepreneurship,Online,Yes,800
7456,34,Male,Engineering,3.13,1,Analyst,51482,No,320,5.7,9.2,Self-funded,Startup Founder,165961,International,Networking,On-Campus,No,990
7457,32,Male,Arts,3.67,4,Consultant,57529,No,120,8.3,6.4,Employer,Executive,171630,International,Networking,On-Campus,No,500
7458,21,Male,Business,2.44,4,Analyst,106508,Yes,264,7.1,1.6,Scholarship,Consultant,146098,Domestic,Career Growth,On-Campus,No,850
7459,23,Female,Business,3.72,5,Consultant,38282,No,352,1.4,7.9,Loan,Executive,128081,International,Networking,On-Campus,No,850
7460,34,Male,Engineering,3.18,3,Manager,102247,No,419,7.3,4.9,Employer,Marketing Director,143021,International,Career Growth,Online,No,550
7461,34,Female,Engineering,3.45,8,Entrepreneur,57011,Yes,488,4.6,3.7,Loan,Startup Founder,138354,International,Career Growth,On-Campus,Yes,800
7462,24,Female,Science,2.16,4,Manager,64409,No,24,7.2,5.8,Scholarship,Marketing Director,82307,International,Entrepreneurship,Online,Yes,800
7463,33,Female,Science,3.53,3,Consultant,33358,Yes,31,8.3,7.8,Self-funded,Executive,160768,International,Entrepreneurship,Online,No,550
7464,33,Male,Engineering,2.62,8,Engineer,33856,No,109,2.6,9.2,Loan,Consultant,140048,International,Skill Enhancement,Online,No,650
7465,34,Male,Engineering,3.61,1,Engineer,93367,No,103,8.8,3.9,Scholarship,Marketing Director,129556,International,Entrepreneurship,On-Campus,No,600
7466,28,Male,Arts,3.02,1,Engineer,31916,Yes,162,2.8,7.2,Self-funded,Finance Manager,195831,Domestic,Career Growth,Online,Yes,850
7467,29,Male,Science,2.55,2,Manager,111966,Yes,389,3.6,4.1,Employer,Finance Manager,157574,International,Career Growth,On-Campus,Yes,850
7468,23,Male,Business,3.91,9,Analyst,54566,No,398,7.1,1.1,Employer,Startup Founder,130199,Domestic,Networking,Online,Yes,500
7469,26,Female,Science,3.53,3,Entrepreneur,32354,Yes,293,7.5,9.7,Employer,Startup Founder,131291,International,Career Growth,Online,Yes,550
7470,30,Female,Science,3.97,9,Entrepreneur,112033,No,356,4.8,3.7,Self-funded,Consultant,81264,Domestic,Career Growth,Online,Yes,500
7471,31,Female,Engineering,2.73,8,Manager,76858,No,81,2.0,5.2,Scholarship,Consultant,163721,International,Networking,Online,Yes,900
7472,25,Male,Engineering,3.3,4,Consultant,76091,Yes,404,9.3,6.8,Employer,Finance Manager,98760,Domestic,Networking,On-Campus,Yes,550
7473,26,Male,Science,3.22,1,Manager,87737,Yes,321,4.1,7.1,Loan,Consultant,105389,Domestic,Career Growth,On-Campus,Yes,600
7474,24,Female,Economics,3.38,2,Engineer,119633,No,144,9.7,8.4,Scholarship,Finance Manager,107528,International,Career Growth,On-Campus,Yes,500
7475,30,Male,Economics,2.08,7,Consultant,100391,No,363,8.6,4.4,Employer,Marketing Director,191526,International,Career Growth,On-Campus,Yes,700
7476,26,Female,Science,2.58,5,Entrepreneur,105165,No,87,3.7,7.4,Self-funded,Finance Manager,78078,International,Networking,On-Campus,Yes,800
7477,27,Female,Economics,3.82,4,Manager,68798,Yes,139,7.7,6.5,Loan,Consultant,170362,International,Skill Enhancement,Online,Yes,500
7478,29,Male,Science,2.85,3,Analyst,76727,No,113,3.5,9.9,Employer,Consultant,175971,Domestic,Skill Enhancement,On-Campus,Yes,990
7479,30,Male,Engineering,3.92,3,Analyst,108179,Yes,68,1.2,7.7,Scholarship,Finance Manager,176855,Domestic,Entrepreneurship,On-Campus,Yes,900
7480,27,Male,Engineering,2.43,7,Entrepreneur,118487,No,368,3.4,9.5,Employer,Executive,150648,International,Entrepreneurship,On-Campus,No,500
7481,26,Male,Engineering,3.99,5,Consultant,119365,No,428,2.4,3.6,Scholarship,Executive,75720,Domestic,Entrepreneurship,Online,Yes,650
7482,21,Male,Business,3.4,4,Engineer,58691,No,215,3.8,5.1,Employer,Consultant,159521,Domestic,Career Growth,On-Campus,Yes,650
7483,22,Male,Engineering,3.55,4,Analyst,106269,No,351,5.3,5.8,Self-funded,Finance Manager,114190,International,Networking,Online,Yes,800
7484,21,Male,Engineering,2.79,5,Analyst,39846,Yes,445,2.4,8.6,Scholarship,Executive,106039,Domestic,Networking,Online,No,750
7485,29,Female,Science,3.81,2,Manager,74467,Yes,287,1.9,4.8,Loan,Startup Founder,87816,International,Entrepreneurship,On-Campus,No,750
7486,30,Female,Economics,3.09,6,Entrepreneur,117489,No,325,5.6,6.0,Loan,Marketing Director,102959,Domestic,Networking,Online,Yes,800
7487,30,Male,Economics,3.36,0,Analyst,101314,No,219,4.1,2.2,Loan,Marketing Director,174395,International,Networking,On-Campus,No,600
7488,29,Female,Engineering,2.19,4,Manager,41993,No,221,5.0,2.7,Scholarship,Finance Manager,142410,International,Entrepreneurship,Online,Yes,550
7489,27,Other,Engineering,3.26,5,Consultant,115731,No,205,9.9,4.5,Self-funded,Executive,100994,Domestic,Networking,Online,Yes,550
7490,33,Other,Engineering,3.76,1,Analyst,115389,No,493,4.2,1.5,Loan,Finance Manager,141521,Domestic,Networking,On-Campus,No,600
7491,22,Female,Science,2.36,1,Entrepreneur,112182,No,483,6.4,1.7,Loan,Consultant,163247,International,Skill Enhancement,On-Campus,No,900
7492,26,Male,Science,3.48,8,Manager,109800,Yes,61,5.4,7.3,Employer,Consultant,192658,International,Career Growth,Online,Yes,650
7493,31,Male,Science,2.05,1,Consultant,99967,No,393,7.6,1.6,Loan,Startup Founder,61824,International,Career Growth,Online,Yes,500
7494,24,Female,Economics,3.85,2,Manager,59193,No,306,9.9,1.0,Self-funded,Consultant,67549,International,Skill Enhancement,Online,Yes,850
7495,21,Female,Business,3.97,0,Engineer,45210,No,146,5.7,1.6,Self-funded,Finance Manager,124953,Domestic,Skill Enhancement,Online,Yes,850
7496,21,Female,Economics,2.71,8,Entrepreneur,50185,Yes,15,4.2,6.7,Self-funded,Marketing Director,127657,International,Entrepreneurship,Online,No,500
7497,32,Other,Science,2.21,0,Entrepreneur,92596,Yes,280,2.5,6.1,Self-funded,Marketing Director,172330,International,Entrepreneurship,On-Campus,Yes,850
7498,25,Female,Arts,3.32,3,Analyst,110075,Yes,351,8.3,8.3,Self-funded,Executive,174244,International,Networking,Online,No,800
7499,32,Male,Business,2.06,6,Manager,47367,No,245,1.7,2.9,Scholarship,Consultant,189300,International,Career Growth,On-Campus,No,700
7500,22,Male,Engineering,2.96,1,Consultant,103207,Yes,175,6.2,6.3,Self-funded,Executive,88891,International,Entrepreneurship,Online,Yes,750
7501,24,Male,Economics,2.54,7,Analyst,113479,No,199,7.9,8.3,Employer,Consultant,176981,Domestic,Career Growth,Online,Yes,650
7502,21,Female,Business,2.95,7,Entrepreneur,40455,No,201,2.7,7.5,Loan,Marketing Director,65511,Domestic,Skill Enhancement,Online,Yes,850
7503,24,Female,Arts,2.04,2,Manager,46281,Yes,123,5.3,3.9,Scholarship,Marketing Director,161351,International,Skill Enhancement,On-Campus,No,850
7504,31,Female,Business,2.1,3,Consultant,119441,No,464,4.6,6.6,Employer,Startup Founder,82188,International,Networking,On-Campus,No,550
7505,26,Female,Economics,2.03,6,Entrepreneur,34497,No,290,2.9,7.6,Self-funded,Marketing Director,88391,International,Entrepreneurship,Online,No,850
7506,30,Female,Science,3.24,4,Consultant,35802,No,480,8.9,8.4,Loan,Consultant,175765,International,Entrepreneurship,On-Campus,Yes,500
